price,mileage,power,make_model,date,fuel,gear,offer_type
1350,4069,4.0,Peugeot Kisbee,05/2019,Gasoline,Manual,Used
20399,0,206.15759843345688,Suzuki GSX-R 1000,01/2017,Gasoline,Manual,New
13999,0,206.15759843345688,Suzuki V-Strom 1050,01/2021,Gasoline,Manual,New
14950,1,12.0,KTM Freeride E,05/2021,Electric,Automatic,Used
1000,4605,4.0,Peugeot Tweet,10/2015,Gasoline,Manual,Used
17490,2810,125.0,BMW R 1250 GS Adventure,04/2018,Gasoline,Manual,Used
499,6975,5.0,Baotian,05/2010,Gasoline,Manual,Used
24950,36807,90.0,Harley-Davidson Street Glide,02/2017,Gasoline,Manual,Used
43000,1,213.0,Ducati Panigale V4,11/2020,Gasoline,Manual,Used
8500,19800,110.0,BMW R 1200 R,04/2010,Gasoline,Manual,Used
6250,47000,206.15759843345688,Honda VFR 1200,04/2011,Gasoline,Manual,Used
25000,30000,103.0,Harley-Davidson Fat Boy,01/2005,Gasoline,Manual,Used
9400,27000,54.0,Honda X-ADV,03/2020,Gasoline,Automatic,Used
19600,7400,193.0,BMW HP4,03/2013,Gasoline,Manual,Used
6999,10430,109.0,Kawasaki ZR 750,10/2012,Gasoline,Manual,Used
6000,18110,131.0,Aprilia Dorsoduro,08/2013,Gasoline,Manual,Used
2400,14500,15.0,KTM 125 Duke,05/2012,Gasoline,Manual,Used
8990,2500,75.0,BMW F 700 GS,03/2017,Gasoline,Manual,Used
2500,23000,15.0,KTM 125 Duke,01/2014,Gasoline,Manual,Used
19490,0,206.15759843345688,Ducati Multistrada 950,01/2021,Gasoline,Manual,New
13000,15000,68.0,Harley-Davidson Sportster Forty Eight,01/2014,Gasoline,Manual,Used
13490,10400,76.0,Harley-Davidson,02/2015,Gasoline,Manual,Used
12000,15350,113.0,Can Am Spyder F3-S,11/2014,Gasoline,Semi-automatic,Used
6850,23500,206.15759843345688,MV Agusta Brutale,01/2012,Gasoline,Manual,Used
2300,10300,15.0,SYM Cruisym 125,04/2018,Gasoline,Manual,Used
19900,1,58.0,Harley-Davidson Sportster,01/1970,Gasoline,Manual,Used
1200,108000,39.0,Honda SW-T 400,10/2009,Gasoline,Manual,Used
1700,24000,23.0,SYM GTS 250,07/2010,Gasoline,Manual,Used
8798,0,206.15759843345688,Honda NC 750,01/2021,Gasoline,Manual,New
15999,38642,206.15759843345688,Harley-Davidson Street Glide,01/2010,Gasoline,Manual,Used
1950,15000,206.15759843345688,Honda SH 125,08/2014,Gasoline,Manual,Used
7900,38000,150.0,Kawasaki Z1000 SX,05/2012,Gasoline,Manual,Used
8349,0,71.0,Suzuki V-Strom 650,02/2021,Gasoline,Manual,Demonstration
14900,32500,125.0,BMW R 1200 GS,10/2018,Gasoline,Manual,Used
6590,14093,88.0,Moto Guzzi Griso 1100,07/2009,Gasoline,Manual,Used
6990,7115,206.15759843345688,Yamaha XSR 700,02/2019,Gasoline,Manual,Used
16300,39580,125.0,BMW R 1200 GS Adventure,10/2017,Gasoline,Manual,Used
10200,80000,71.0,Harley-Davidson Road King,01/2005,Gasoline,Manual,Used
11900,8642,150.0,Triumph Speed Triple S,01/2020,Gasoline,Manual,Used
6900,1689,53.0,Suzuki VL 800,09/2011,Gasoline,Manual,Used
2490,0,206.15759843345688,Suzuki,01/2020,Gasoline,Manual,New
1200,2507,3.0,Kymco Agility 50,09/2019,Diesel,Automatic,Used
7500,6530,69.0,Kawasaki Versys 650,03/2019,Gasoline,Manual,Used
20490,800,206.15759843345688,Honda CBR 1000,07/2020,Gasoline,Manual,Used
21500,274,206.15759843345688,BMW R18,06/2020,Gasoline,Manual,Used
6500,6000,68.0,Kawasaki Z 650,09/2019,Gasoline,Manual,Used
1900,9090,12.0,Suzuki Burgman 125,09/2010,Gasoline,Automatic,Used
1900,5700,15.0,Honda SH 150,03/2011,Gasoline,Manual,Used
7750,3800,206.15759843345688,Honda NC 750,01/2020,Gasoline,Manual,Used
2600,4100,12.0,Piaggio Medley 125,07/2018,Gasoline,Automatic,Used
2000,9050,15.0,Piaggio Medley 150,09/2017,Gasoline,Manual,Used
12600,0,206.15759843345688,Triumph Street Scrambler,01/2021,Gasoline,Manual,New
12490,23452,160.0,KTM 1290 Super Adventure,06/2018,Gasoline,Manual,Used
8849,0,206.15759843345688,Kawasaki Versys 650,01/2021,Gasoline,Manual,New
12990,49050,76.0,Harley-Davidson,05/2014,Gasoline,Manual,Used
9490,33181,95.0,Triumph Tiger 800,04/2018,Gasoline,Manual,Used
19900,85,83.0,Others,05/2019,Gasoline,Automatic,Used
1000,1500,68.0,Kymco Agility 50,03/2018,Others,Automatic,Used
6500,3775,50.0,Suzuki King Quad,06/2010,Gasoline,Manual,Used
18000,14800,68.0,Harley-Davidson CVO Limited,08/2010,Gasoline,Manual,Used
30000,49973,95.0,Harley-Davidson Street Glide,09/2007,Gasoline,Manual,Used
13890,39500,125.0,BMW R 1200 GS,05/2015,Gasoline,Manual,Used
9100,18500,90.0,BMW F 800 GT,10/2017,Gasoline,Manual,Used
6990,12460,206.15759843345688,Peugeot Metropolis,03/2019,Gasoline,Manual,Used
8800,3480,3.0,Suzuki GSX-S 1000,05/2019,Electric/Gasoline,Manual,Demonstration
13450,39500,206.15759843345688,BMW R 1200 RT,01/2014,Gasoline,Manual,Used
15950,10100,206.15759843345688,KTM,09/2017,Gasoline,Manual,Used
7100,5400,90.0,BMW F 800 R,07/2015,Gasoline,Manual,Used
500,37000,3.0,Piaggio Liberty 50,09/2009,Gasoline,Manual,Used
1000,660,3.0,Alpha,05/2020,Gasoline,Manual,Used
24950,32992,206.15759843345688,Harley-Davidson Trike,02/2015,Gasoline,Manual,Used
19000,11000,69.0,Harley-Davidson Softail,01/1987,Gasoline,Manual,Antique / Classic
10900,26000,64.0,Harley-Davidson Softail,07/2005,Gasoline,Manual,Used
1450,1,12.0,PIT Racing,01/2021,Gasoline,Manual,Used
2400,15000,22.0,Aprilia SR Max 300,09/2016,Gasoline,Manual,Used
12000,4500,98.0,Triumph Thruxton,10/2018,Gasoline,Manual,Used
1350,5000,15.0,Daelim Otello F.I.,08/2018,Gasoline,Manual,Used
10950,3600,206.15759843345688,MV Agusta Brutale,04/2014,Gasoline,Manual,Used
2950,13602,206.15759843345688,Honda,01/2013,Gasoline,Manual,Used
7690,9550,106.0,Triumph Street Triple R,06/2015,Gasoline,Manual,Used
6800,25000,125.0,Honda CBR 650,06/2009,Gasoline,Manual,Used
15900,500,95.0,Indian Scout,05/2020,Gasoline,Manual,Used
1500,33969,20.0,Kymco People GTi,05/2016,Gasoline,Manual,Used
15958,0,206.15759843345688,Honda CB 1000,01/2020,Gasoline,Manual,New
7500,30,50.0,Honda CRF 450,01/2017,Gasoline,Manual,Used
6500,3000,34.0,BMW F 800 R,05/2012,Gasoline,Manual,Used
45000,1794,71.0,Indian Chieftain,11/2018,Gasoline,Manual,Used
2490,3399,206.15759843345688,Yamaha NMAX,01/2016,Gasoline,Manual,Used
6000,52000,84.0,BMW R 1150 GS Adventure,02/2004,Gasoline,Manual,Used
6500,34800,69.0,BMW F 700 GS,05/2017,Gasoline,Manual,Used
12850,13125,148.0,Ducati 899 Panigale,07/2014,Gasoline,Manual,Used
7000,26000,90.0,Yamaha MT-01,04/2008,Gasoline,Manual,Used
6700,5200,54.0,Kymco AK 550,02/2019,Gasoline,Automatic,Used
1750,3710,8.0,Honda Vision 110,04/2015,Gasoline,Manual,Used
20490,8950,160.0,BMW K 1600 GT,09/2017,Gasoline,Manual,Used
1800,100,4.0,Futura Classico,03/2020,Electric,Manual,Used
1200,22300,11.0,Kreidler Supermoto 125,08/2016,Gasoline,Manual,Used
7890,9144,105.0,KTM 790 Duke,04/2020,Gasoline,Manual,Used
750,18000,4.0,Vespa LX 50,06/2015,Gasoline,Manual,Used
8799,0,206.15759843345688,Honda NC 750,01/2021,Gasoline,Manual,New
6000,5124,48.0,Harley-Davidson Sportster 883,02/1995,Gasoline,Manual,Used
6989,9562,87.0,BMW F 800 R,02/2014,Gasoline,Manual,Used
9890,7204,206.15759843345688,Yamaha TMAX 530,06/2019,Gasoline,Manual,Used
12950,12650,129.0,Honda Crosstourer,03/2019,Gasoline,Manual,Used
19900,6000,90.0,Big Dog Ridgeback,12/2004,Gasoline,Manual,Used
1200,3000,68.0,Kymco Agility 50,05/2018,Gasoline,Manual,Used
6000,1,48.0,Triumph TR 6,03/1973,Gasoline,Manual,Antique / Classic
7490,11087,60.0,BMW C 600 Sport,08/2015,Gasoline,Automatic,Used
21590,1002,209.0,BMW S 1000 RR,06/2021,Gasoline,Manual,Used
12900,19000,122.0,Harley-Davidson Sportster 1200,05/2017,Gasoline,Manual,Used
6590,65900,116.0,KTM,08/2011,Gasoline,Manual,Used
6700,6500,95.0,Honda CB 650,02/2020,Gasoline,Manual,Used
8600,13700,721.0,Yamaha TMAX DX,10/2018,Gasoline,Manual,Used
32999,986,206.15759843345688,Honda GL 1800,02/2021,Gasoline,Manual,Used
1700,37000,22.0,Piaggio Beverly 300,06/2009,Gasoline,Automatic,Used
24990,0,206.15759843345688,Polaris Ranger,07/2021,Diesel,Manual,Used
1900,400,1.0,Yamaha TZR 50,06/2019,Gasoline,Manual,Used
300,10700,8.0,Zhejiang,05/2009,Gasoline,Manual,Used
6000,13300,48.0,Honda CBR 650,03/2015,Gasoline,Manual,Used
7500,77000,160.0,KTM 1290 Super Adventure,05/2015,Gasoline,Manual,Used
7499,21000,206.15759843345688,Kawasaki Z 800,01/2013,Gasoline,Manual,Used
2700,700,3.0,Beta RR 50,11/2018,Two Stroke Gasoline,Manual,Used
8990,48325,206.15759843345688,Kawasaki GTR 1400,12/2014,Gasoline,Manual,Used
6850,34300,98.0,Yamaha XJR 1300,06/2013,Gasoline,Manual,Used
18990,19400,79.0,Harley-Davidson Fat Boy,07/2015,Gasoline,Manual,Used
9500,7000,106.0,Kawasaki Z 900,01/2018,Gasoline,Manual,Used
11400,716,206.15759843345688,Suzuki Intruder C,08/2017,Gasoline,Manual,Used
4199,6365,15.0,Kawasaki Z 125,07/2020,Gasoline,Manual,Used
6000,6200,897.0,Yamaha Grizzly 660,05/2004,Gasoline,Manual,Used
6590,24350,107.0,Honda,05/2011,Gasoline,Manual,Used
899,37000,11.0,Derbi Boulevard 125,01/2013,Gasoline,Automatic,Used
11000,13500,105.0,BMW F 750 GS,04/2019,Gasoline,Manual,Used
10800,1,1.0,BMW R 75/7,12/1977,Gasoline,Manual,Antique / Classic
12990,9034,206.15759843345688,Yamaha MT-10,02/2019,Gasoline,Manual,Used
6000,24900,52.0,Norton Commando,06/1974,Gasoline,Manual,Used
9000,0,11519.0,Moto Guzzi,08/1953,Gasoline,Manual,Used
1950,1,3.0,Piaggio TPH 50,06/2020,Gasoline,Manual,Used
2250,50,1.0,KTM 65 SX,11/2015,Two Stroke Gasoline,Manual,Used
9700,10600,129.0,Ducati Hypermotard 950,06/2019,Gasoline,Manual,Used
10910,38900,160.0,BMW K 1600,03/2011,Gasoline,Manual,Used
500,3127,122.0,Piaggio NRG Power,06/2011,Gasoline,Manual,Used
37500,1,1.0,BMW,12/1946,Gasoline,Manual,Antique / Classic
20649,0,206.15759843345688,Kawasaki,01/2021,Gasoline,Manual,New
14000,30000,125.0,BMW R 1200 GS,01/2014,Gasoline,Manual,Used
17990,1400,68.0,Harley-Davidson,07/1982,Gasoline,Manual,Antique / Classic
8500,6350,61.0,BMW R 1200 C,04/2004,Gasoline,Manual,Used
600,50241,170.0,Aprilia Scarabeo,04/2011,Gasoline,Manual,Used
13170,0,105.0,BMW F 900 XR,12/2020,Gasoline,Manual,New
15000,16000,80.0,Harley-Davidson Custom Bike,04/2003,Gasoline,Manual,Used
10399,0,206.15759843345688,Kawasaki Z 900,01/2021,Gasoline,Manual,New
6800,3000,102.0,Yamaha TMAX 530,11/2012,Gasoline,Automatic,Used
550,1200,8.0,Alpha,05/2019,Gasoline,Manual,Used
1450,15000,10.0,Peugeot Speedfight,06/2015,Gasoline,Automatic,Used
6500,1829,41.0,Kymco MXU 500,03/2013,Gasoline,Automatic,Used
8600,7900,206.15759843345688,Yamaha TMAX 530,07/2016,Gasoline,Manual,Used
8300,5600,109.0,Ducati Monster 821,05/2018,Gasoline,Manual,Used
2600,23056,12.0,Honda SH 125,07/2015,Gasoline,Automatic,Used
10999,0,206.15759843345688,Yamaha MT-09,01/2021,Gasoline,Manual,New
6199,21000,206.15759843345688,Honda NC 700,01/2014,Gasoline,Manual,Used
9800,54000,109.0,BMW R 1200 GS,04/2012,Gasoline,Manual,Used
21900,5620,206.15759843345688,Harley-Davidson Road King,01/2018,Gasoline,Manual,Used
16790,1000,167.0,BMW S 1000 R,05/2021,Gasoline,Manual,Used
6900,2800,44.0,Polaris Sportsman 570,10/2015,Gasoline,Manual,Used
14700,14200,110.0,BMW R nineT,03/2016,Gasoline,Manual,Used
8250,24000,105.0,BMW R 1200 GS,01/2009,Gasoline,Manual,Used
8090,5970,206.15759843345688,Husqvarna Svartpilen,04/2020,Gasoline,Manual,Used
3798,1,12.0,Honda,06/2021,Gasoline,Automatic,New
23850,990,131.0,BMW R 1250 RT,03/2021,Gasoline,Manual,Used
2600,4000,4.0,Beta RR 50,12/2016,Two Stroke Gasoline,Manual,Used
7450,16300,206.15759843345688,Yamaha MT-07,03/2017,Gasoline,Manual,Used
12890,250,206.15759843345688,Yamaha TMAX 560,01/2021,Gasoline,Manual,Used
19888,6649,162.0,Ducati Diavel,07/2015,Gasoline,Manual,Used
8990,1300,206.15759843345688,Yamaha,04/2014,Gasoline,Manual,Used
7550,9500,68.0,Triumph Thruxton,03/2015,Gasoline,Manual,Used
1450,15300,14.0,Peugeot Citystar,05/2013,Gasoline,Manual,Used
2100,4800,14.0,Yamaha X-Max 125,07/2017,Gasoline,Manual,Used
12999,25990,77.0,Harley-Davidson Dyna Wide Glide,01/2015,Gasoline,Manual,Used
9200,22782,67.0,Harley-Davidson Sportster,07/2012,Gasoline,Manual,Used
7990,43000,206.15759843345688,Honda VFR,12/2015,Gasoline,Manual,Used
2850,1,1.0,Emco Novax,07/2021,Electric,Manual,Used
8990,66885,110.0,BMW R 1200 GS Adventure,03/2010,Gasoline,Manual,Used
13990,0,206.15759843345688,Ducati,01/2021,Gasoline,Manual,New
6199,24000,206.15759843345688,Kawasaki Z 750,01/2011,Gasoline,Manual,Used
2800,4000,20.0,Aprilia SX 50,10/2013,Two Stroke Gasoline,Manual,Used
22999,6230,206.15759843345688,BMW R 1250 GS Adventure,01/2020,Gasoline,Manual,Used
6795,28819,206.15759843345688,Triumph Speed Triple 1050,01/2010,Gasoline,Manual,Used
2495,115,206.15759843345688,Mash Dirt Track,08/2020,Gasoline,Manual,Used
20750,35114,87.0,Harley-Davidson Ultra Limited,01/2015,Gasoline,Manual,Used
1900,12590,30.0,Kymco Downtown 300i,01/2013,Gasoline,Manual,Used
6000,31000,150.0,Yamaha FZ 1,02/2010,Gasoline,Manual,Used
1400,18000,11.0,KSR Moto TW 125,01/2018,Gasoline,Manual,Used
33865,1,206.15759843345688,Harley-Davidson Ultra Limited,01/2021,Gasoline,Manual,New
12989,9129,106.0,Triumph Rocket III Touring,06/2009,Gasoline,Manual,Used
12590,4173,95.0,BMW F 850 GS,12/2017,Gasoline,Manual,Used
13500,30000,67.0,Honda CB 750 four,07/1973,Gasoline,Manual,Used
7790,12545,113.0,Kawasaki Z 800,09/2014,Gasoline,Manual,Used
2950,5832,24.0,Suzuki Inazuma 250,04/2013,Gasoline,Manual,Used
9999,2300,110.0,Ducati SuperSport,09/2019,Gasoline,Manual,Used
2879,300,206.15759843345688,Yamaha NMAX,09/2020,Gasoline,Manual,Used
1500,16000,7.0,Rieju Tango 250,01/2012,Gasoline,Manual,Used
22450,44990,206.15759843345688,Harley-Davidson,01/2016,Gasoline,Manual,Used
13689,12450,125.0,Suzuki VZR 1800,03/2009,Gasoline,Manual,Used
9240,30630,137.0,Triumph Tiger Explorer,03/2012,Gasoline,Manual,Used
21399,38000,79.0,Harley-Davidson Fat Boy,11/2014,Gasoline,Manual,Used
2400,6908,3.0,Aprilia RX 50,10/2016,Gasoline,Manual,Used
26990,0,206.15759843345688,Ducati Streetfighter,01/2021,Gasoline,Manual,New
7890,9537,206.15759843345688,Yamaha MT-09,07/2019,Gasoline,Manual,Used
7950,23549,53.0,Suzuki Burgman 650,06/2018,Gasoline,Automatic,Used
7558,0,206.15759843345688,Honda CB 500,01/2021,Gasoline,Manual,New
11500,22500,150.0,Ducati Monster 1200,04/2014,Gasoline,Manual,Used
12800,7000,200.0,Kawasaki Ninja ZX-10R,04/2016,Gasoline,Manual,Used
1650,18000,33.0,Yamaha X-City 250,10/2011,Gasoline,Manual,Used
7500,26000,116.0,Yamaha MT-09,04/2018,Gasoline,Manual,Used
8500,1500,67.0,Honda CB 750 four,06/1972,Gasoline,Manual,Used
10000,47800,84.0,Buell XB 9,04/2009,Gasoline,Manual,Used
8900,46000,173.0,Honda VFR 1200,05/2014,Gasoline,Automatic,Used
9490,10100,206.15759843345688,Yamaha TMAX 530,01/2018,Gasoline,Manual,Used
7150,18000,54.0,Honda Integra,07/2018,Gasoline,Manual,Used
9790,8500,101.0,Suzuki,03/2018,Gasoline,Manual,Used
17700,33400,158.0,Ducati Multistrada 1260,04/2018,Gasoline,Manual,Used
15100,7260,136.0,BMW R 1250 GS Adventure,02/2019,Gasoline,Manual,Used
8900,21000,113.0,Ducati Multistrada 950,06/2018,Gasoline,Manual,Used
9000,7223,67.0,Harley-Davidson XL 1200,04/2012,Gasoline,Manual,Used
590,27000,20.0,Yamaha Majesty 250,02/2020,Gasoline,Automatic,Used
21999,0,206.15759843345688,Kawasaki,01/2021,Gasoline,Manual,New
24000,20687,82.0,Kawasaki Z 1,03/1974,Gasoline,Manual,Used
7500,4500,46.0,Yamaha TMAX SX,08/2019,Gasoline,Manual,Used
12500,27000,160.0,KTM 1290 Super Adventure,07/2017,Gasoline,Manual,Used
26900,999,5.0,Peugeot,07/1926,Gasoline,Manual,Used
9695,7450,206.15759843345688,Honda CB 1100,01/2017,Gasoline,Manual,Used
2800,301,48.0,Suzuki RMZ 250,06/2013,Gasoline,Manual,Used
10250,2214,52.0,Moto Guzzi,09/2020,Gasoline,Manual,Used
14000,6346,77.0,Harley-Davidson Softail Slim,04/2013,Gasoline,Manual,Used
11500,25000,178.0,KTM 1290 Super Duke R,07/2017,Gasoline,Manual,Used
7370,3830,75.0,Yamaha Tracer 700,03/2019,Gasoline,Manual,Used
8158,0,48.0,Honda CB 500,01/2021,Gasoline,Manual,New
9489,37008,148.0,Ducati Multistrada 1200,05/2014,Gasoline,Manual,Used
10000,35600,110.0,BMW R 1200 GS,09/2010,Gasoline,Manual,Used
13250,14000,201.0,Suzuki GSX-R 1000,01/2018,Gasoline,Manual,Used
9599,0,206.15759843345688,Suzuki V-Strom 650,01/2019,Gasoline,Manual,New
1790,5359,12.0,Honda PCX 125,09/2010,Gasoline,Automatic,Used
8650,14590,145.0,Suzuki GSX-S 1000,09/2016,Gasoline,Manual,Used
12750,43927,125.0,BMW R 1200 GS,03/2016,Gasoline,Manual,Used
10000,2,73.0,Husqvarna 701 Supermoto,11/2020,Gasoline,Manual,Used
6300,80381,106.0,Kawasaki GTR 1400,03/2010,Gasoline,Manual,Used
7000,8000,95.0,Kawasaki Z 800,01/2015,Gasoline,Manual,Used
30999,1,206.15759843345688,Others,05/2021,Gasoline,Manual,Used
2399,800,206.15759843345688,Brixton BX 125,05/2019,Gasoline,Manual,Used
6190,389,206.15759843345688,Yamaha X-Max 300,09/2020,Gasoline,Automatic,Used
15999,0,206.15759843345688,Kawasaki Ninja 1000SX,01/2021,Gasoline,Manual,New
10200,25034,173.0,KTM 1290 Super Duke GT,03/2017,Gasoline,Manual,Used
1400,31000,20.0,Yamaha X-Max 250,04/2009,Gasoline,Manual,Used
13358,0,206.15759843345688,Honda,01/2021,Gasoline,Manual,New
17990,10679,206.15759843345688,BMW S 1000 XR,01/2019,Gasoline,Manual,Used
10450,12800,106.0,Suzuki Hayabusa,02/2013,Gasoline,Manual,Used
8450,3500,72.0,Arctic Cat 1000i GT 4x4,01/2011,Gasoline,Manual,Used
800,1400,3.0,Skyteam Dax 50,05/2014,Gasoline,Manual,Used
12500,5000,65.0,Harley-Davidson Softail,03/2001,Gasoline,Manual,Used
28700,8500,90.0,Yamaha Star Venture,04/2018,Gasoline,Manual,Used
600,19000,15.0,Aprilia Scarabeo,05/2014,Gasoline,Automatic,Used
6099,0,206.15759843345688,Kawasaki Z 400,01/2021,Gasoline,Manual,New
7658,0,206.15759843345688,Honda CMX 500,01/2021,Gasoline,Manual,New
16950,21900,206.15759843345688,Yamaha FJR 1300,03/2019,Gasoline,Manual,Used
13999,96,206.15759843345688,Suzuki V-Strom 1050,01/2021,Gasoline,Manual,New
7000,10000,606.0,BMW C 650 GT,07/2017,Gasoline,Manual,Used
12000,2600,95.0,Honda CRF 1000,05/2018,Gasoline,Manual,Used
9960,44900,193.0,BMW S 1000 RR,05/2012,Gasoline,Manual,Used
6100,4860,33.0,Yamaha X-Max 400,07/2019,Gasoline,Automatic,Used
21000,250,170.0,Ducati Multistrada 1200,05/2021,Gasoline,Manual,Demonstration
12800,0,206.15759843345688,KTM,01/2021,Gasoline,Manual,New
16800,1900,91.0,Polaris Sportsman 1000,09/2020,Gasoline,Automatic,Used
6400,27000,71.0,KTM 690 Duke,06/2014,Gasoline,Manual,Used
7999,0,68.0,Kawasaki Z 650,01/2021,Gasoline,Manual,New
14500,11000,150.0,Ducati XDiavel,04/2016,Gasoline,Manual,Used
10490,15000,110.0,BMW R nineT,09/2018,Gasoline,Manual,Used
6000,3800,44.0,KTM 390 Adventure,06/2020,Gasoline,Manual,Used
26950,4209,136.0,BMW R 1250 GS,03/2021,Gasoline,Manual,Demonstration
2800,1600,125.0,Yamaha NMAX,07/2020,Gasoline,Manual,Used
900,24632,12.0,Malaguti Centro,06/2011,Gasoline,Manual,Used
13680,781,15.0,Zero Zero S,04/2020,Electric,Automatic,Used
10990,7500,69.0,Harley-Davidson Sportster Forty Eight,09/2012,Gasoline,Manual,Used
2000,29000,12.0,Honda PCX 125,03/2017,Gasoline,Manual,Used
6000,36000,80.0,Ducati Monster 696,06/2015,Gasoline,Manual,Used
6400,28500,118.0,Kawasaki Versys 1000,04/2013,Gasoline,Manual,Used
3500,400,5.0,Kumpan Electric 1954,04/2019,Electric,Automatic,Demonstration
18500,1380,136.0,BMW R 1250 RT,04/2019,Gasoline,Manual,Used
17900,11900,135.0,BMW R 1250 RT,04/2019,Gasoline,Semi-automatic,Used
16335,250,113.0,Ducati Multistrada 950,04/2021,Gasoline,Manual,Used
8350,910,75.0,Yamaha Tracer 700,03/2020,Gasoline,Manual,Used
8000,2900,19.0,Kymco MXU 700,07/2018,Gasoline,Manual,Used
8495,7150,206.15759843345688,Kawasaki VN 900,01/2014,Gasoline,Manual,Used
14800,9400,136.0,BMW R 1200 RT,06/2018,Gasoline,Manual,Used
8000,35000,101.0,Harley-Davidson Softail,11/1990,Gasoline,Manual,Used
6000,4800,48.0,KTM 500 EXC,08/2018,Gasoline,Manual,Used
600,31000,12.0,Malaguti Blog 160,06/2009,Gasoline,Automatic,Used
8790,34934,206.15759843345688,Suzuki GSX-R 1000,06/2011,Gasoline,Manual,Used
8500,34600,182.0,Yamaha YZF-R1,04/2009,Gasoline,Manual,Used
9000,37000,53.0,Harley-Davidson XL 883,06/2006,Gasoline,Manual,Used
8799,32500,148.0,Ducati Multistrada 1200,07/2013,Gasoline,Manual,Used
1950,2480,10.0,Kymco Super 8,03/2017,Gasoline,Automatic,Used
10000,46500,125.0,BMW R 1200 GS LC,06/2014,Gasoline,Manual,Used
8200,9193,143.0,Kawasaki Z 1000,04/2013,Gasoline,Manual,Used
7600,16000,136.0,Yamaha YZF-R6,09/2010,Gasoline,Manual,Used
33900,1990,95.0,Indian Chieftain,02/2021,Gasoline,Manual,Demonstration
9300,3182,54.0,Honda X-ADV,08/2018,Gasoline,Manual,Used
17799,20207,158.0,Ducati Multistrada 1260,04/2018,Gasoline,Manual,Used
9995,10,73.0,Ducati Scrambler,01/2017,Gasoline,Manual,Used
10495,2860,122.0,Triumph Street Triple 765,07/2019,Gasoline,Manual,Used
12000,8400,46.0,Harley-Davidson Sportster,01/2019,Gasoline,Manual,Used
17900,1,190.0,Suzuki Hayabusa,05/2021,Gasoline,Manual,Pre-registered
29989,0,64.0,Harley-Davidson,07/2007,Gasoline,Manual,Used
8900,24000,101.0,Ducati Monster 1200,04/2014,Gasoline,Manual,Used
8499,7500,125.0,Kawasaki Z 900,06/2017,Gasoline,Manual,Used
9499,0,206.15759843345688,Suzuki V-Strom 650,01/2021,Gasoline,Manual,New
2500,2778,15.0,Peugeot Satelis 125,03/2014,Gasoline,Manual,Used
16000,1,18.0,Moto Guzzi GTV,06/1949,Gasoline,Manual,Used
9798,0,206.15759843345688,Honda CB 650,01/2021,Gasoline,Manual,New
8000,2000,48.0,Yamaha YZ 250,09/2018,Two Stroke Gasoline,Manual,Used
16900,7260,152.0,Ducati XDiavel,02/2018,Gasoline,Manual,Used
950,4600,7.0,Others,04/2011,Gasoline,Automatic,Used
6600,63000,197.0,Suzuki Hayabusa,08/2009,Gasoline,Manual,Used
10000,6290,98.0,Triumph Bonneville T120,06/1967,Gasoline,Manual,Used
8500,5500,125.0,Kawasaki Z 900,05/2019,Gasoline,Manual,Used
1500,862,11.0,SYM Symphony 200,05/2017,Gasoline,Manual,Used
11989,12771,173.0,KTM 1290 Super Duke GT,11/2017,Gasoline,Manual,Used
14000,10,65.0,Yamaha TMAX 560,11/2020,Gasoline,Manual,Used
2000,15314,15.0,SYM Joymax 125i,03/2015,Gasoline,Manual,Used
8999,34520,206.15759843345688,Honda,01/2016,Gasoline,Manual,Used
7250,16700,150.0,Suzuki GSX-R 750,03/2010,Gasoline,Manual,Used
11490,8907,77.0,BMW F 750 GS,03/2019,Gasoline,Manual,Used
1000,780,4.0,Peugeot Kisbee,06/2016,Gasoline,Manual,Used
7500,25500,95.0,Aprilia Dorsoduro,06/2018,Gasoline,Manual,Used
10500,25200,97.0,Honda VTX 1800,07/2002,Gasoline,Manual,Used
2500,32000,30.0,Piaggio Beverly 350,05/2015,Gasoline,Manual,Used
11495,96350,206.15759843345688,Yamaha FJR 1300,01/2016,Gasoline,Manual,Used
12990,2607,206.15759843345688,Yamaha YFM 700,11/2018,Gasoline,Manual,Used
16500,1600,116.0,Ducati Multistrada 950,02/2021,Gasoline,Manual,Used
9999,0,206.15759843345688,Yamaha XSR 700,01/2021,Gasoline,Manual,New
12999,28500,125.0,BMW R 1200 GS,04/2014,Gasoline,Manual,Used
19290,750,136.0,BMW R 1250 R,04/2021,Gasoline,Manual,Demonstration
24270,0,136.0,BMW R 1250 GS,12/2020,Gasoline,Manual,New
28395,0,206.15759843345688,Aprilia RSV4,01/2021,Gasoline,Manual,New
9290,48990,98.0,Honda GL 1500,06/2000,Gasoline,Manual,Used
8000,9500,60.0,Kawasaki KR-1,05/1987,Gasoline,Manual,Used
27750,3000,87.0,Harley-Davidson,08/2017,Gasoline,Manual,Used
18500,2945,116.0,Can Am Spyder RT,08/2017,Gasoline,Semi-automatic,Used
9950,15500,56.0,Honda X-ADV,07/2017,Gasoline,Manual,Used
13500,15000,76.0,Harley-Davidson Dyna Street Bob,07/2013,Gasoline,Manual,Used
900,19023,10.0,Piaggio Liberty 125,04/2009,Gasoline,Manual,Used
7000,13000,49.0,Yamaha Raptor 700,11/2012,Gasoline,Manual,Used
19500,34000,103.0,Harley-Davidson Road King,03/2011,Gasoline,Manual,Used
80000,0,206.15759843345688,BMW HP4,01/2018,Gasoline,Manual,New
